BioGRIDInteractionID	EntrezGeneID_InteractorA	EntrezGeneID_InteractorB	BioGRIDID_InteractorA	BioGRIDID_InteractorB	SystematicName_InteractorA	SystematicName_InteractorB	OfficialSymbol_InteractorA	OfficialSymbol_InteractorB	Synonyms_InteractorA	Synonyms_InteractorB	ExperimentalSystem	ExperimentalSystemType	Author	PublicationSource	OrganismID_InteractorA	OrganismName_InteractorA	OrganismID_InteractorB	OrganismName_InteractorB	Throughput	Score	Modification	Qualifications	Tags	SourceDatabase	SWISSPROTAccessions_InteractorA	TREMBLAccessions_InteractorA	REFSEQAccessions_InteractorA	SWISSPROTAccessions_InteractorB	TREMBLAccessions_InteractorB	REFSEQAccessions_InteractorB	OntologyTermIDs	OntologyTermNames	OntologyTermCategories	OntologyTermQualifierIDs	OntologyTermQualifierNames	OntologyTermTypes
645106	7251	1490001	113102	1205547	-	HIV2gp1	TSG101	gag-pol	TSG10|VPS23	-	Two-hybrid	physical	Myers EL (2002)	PUBMED:12388682	9606	Homo sapiens	11709	Human Immunodeficiency Virus 2	Low Throughput	-	-	-	-	BIOGRID	Q99816	-	NP_006283	P18095	-	NP_663784|NP_056837	-	-	-	-	-	-
645107	1490001	7251	1205547	113102	HIV2gp1	-	gag-pol	TSG101	-	TSG10|VPS23	Reconstituted Complex	physical	Myers EL (2002)	PUBMED:12388682	11709	Human Immunodeficiency Virus 2	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P18095	-	NP_663784|NP_056837	Q99816	-	NP_006283	-	-	-	-	-	-
645108	1490001	7316	1205547	113164	HIV2gp1	-	gag-pol	UBC	-	HMG20	Affinity Capture-Western	physical	Myers EL (2002)	PUBMED:12388682	11709	Human Immunodeficiency Virus 2	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P18095	-	NP_663784|NP_056837	P0CG48	-	NP_066289	-	-	-	-	-	-
658320	7316	1724714	113164	1205550	-	HIV2gp3	UBC	HIV2gp3	HMG20	-	Affinity Capture-Western	physical	McCulley A (2012)	PUBMED:22386056	9606	Homo sapiens	11709	Human Immunodeficiency Virus 2	Low Throughput	-	-	-	-	BIOGRID	P0CG48	-	NP_066289	P18099	-	NP_056840	-	-	-	-	-	-
658321	1724714	9730	1205550	115079	HIV2gp3	-	HIV2gp3	VPRBP	-	DCAF1	Affinity Capture-Western	physical	McCulley A (2012)	PUBMED:22386056	11709	Human Immunodeficiency Virus 2	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P18099	-	NP_056840	Q9Y4B6	-	NP_055518|NP_001165375	-	-	-	-	-	-
679614	1724714	9730	1205550	115079	HIV2gp3	-	HIV2gp3	VPRBP	-	DCAF1	Affinity Capture-Western	physical	Goujon C (2008)	PUBMED:18829761	11709	Human Immunodeficiency Virus 2	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P18099	-	NP_056840	Q9Y4B6	-	NP_055518|NP_001165375	-	-	-	-	-	-
685484	1724714	9730	1205550	115079	HIV2gp3	-	HIV2gp3	VPRBP	-	DCAF1	Affinity Capture-Western	physical	Wei W (2012)	PUBMED:22776683	11709	Human Immunodeficiency Virus 2	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P18099	-	NP_056840	Q9Y4B6	-	NP_055518|NP_001165375	-	-	-	-	-	-
685485	1724714	25939	1205550	117436	HIV2gp3	RP1-132F21.1	HIV2gp3	SAMHD1	-	CHBL2|DCIP|HDDC1|MOP-5|SBBI88	Affinity Capture-Western	physical	Wei W (2012)	PUBMED:22776683	11709	Human Immunodeficiency Virus 2	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P18099	-	NP_056840	Q9Y3Z3	Q59H15	NP_056289	-	-	-	-	-	-
727227	1724714	25939	1205550	117436	HIV2gp3	RP1-132F21.1	HIV2gp3	SAMHD1	-	CHBL2|DCIP|HDDC1|MOP-5|SBBI88	Affinity Capture-Western	physical	Hofmann H (2012)	PUBMED:22973040	11709	Human Immunodeficiency Virus 2	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P18099	-	NP_056840	Q9Y3Z3	Q59H15	NP_056289	-	-	-	-	-	-
829921	1490001	1915	1205547	108237	HIV2gp1	RP11-505P4.2	gag-pol	EEF1A1	-	CCS-3|CCS3|EE1A1|EEF-1|EEF1A|EF-Tu|EF1A|GRAF-1EF|HNGC:16303|LENG7|PTI1|eEF1A-1	Two-hybrid	physical	Bennett EM (2004)	PUBMED:15452250	11709	Human Immunodeficiency Virus 2	9606	Homo sapiens	Low Throughput	-	-	-	-	BIOGRID	P18095	-	NP_663784|NP_056837	P68104	Q6IPS9	NP_001393	-	-	-	-	-	-
